"lon","lat","weight","interval"
121.57290,24.99678,1,1454212800
121.57298,25.03697,1,1454212800
121.57536,25.05953,1,1454212800
121.57567,25.06365,4,1454212800
121.57753,25.07770,1,1454212800
121.58089,25.08461,1,1454212800
121.58451,25.04802,2,1454212800
121.59935,25.06433,39,1454212800
121.60049,25.08544,1,1454212800
121.60587,25.05706,1,1454212800
121.60987,25.06846,4,1454212800
121.61033,25.03188,2,1454212800
121.61404,25.06048,1,1454212800
121.46413,25.13298,5,1454212800
121.47167,25.12854,2,1454212800
121.49263,25.03260,4,1454212800
121.49922,25.12465,4,1454212800
121.49954,25.03649,3,1454212800
121.49957,25.04126,38,1454212800
121.50198,25.12832,1,1454212800
121.50534,25.04034,2,1454212800
121.50544,25.02587,4,1454212800
121.50694,25.04364,2,1454212800
121.50947,25.04537,3,1454212800
121.51011,25.05093,89,1454212800
121.51023,25.05007,3,1454212800
121.51048,25.14056,1,1454212800
121.51094,25.04628,1,1454212800
121.51120,25.06043,49,1454212800
121.51165,25.06276,26,1454212800
121.51322,25.04322,4,1454212800
121.51323,25.06329,147,1454212800
121.51348,25.05406,6,1454212800
121.51350,25.06491,4,1454212800
121.51350,25.07284,6,1454212800
121.51515,25.05683,13,1454212800
121.51525,25.11243,1,1454212800
121.51593,25.04480,1,1454212800
121.51679,25.04903,3,1454212800
121.51686,25.05065,12,1454212800
121.51762,25.04795,2,1454212800
121.51771,25.02506,1,1454212800
121.51821,25.08973,5,1454212800
121.51850,25.03303,3,1454212800
121.51903,25.03723,1,1454212800
121.51929,25.03823,1,1454212800
121.52054,25.05782,9,1454212800
121.52069,25.09189,1,1454212800
121.52232,25.11344,3,1454212800
121.52299,25.06180,5,1454212800
121.52307,25.05369,5,1454212800
121.52374,25.01918,10,1454212800
121.52524,25.10812,1,1454212800
121.52543,25.06237,1,1454212800
121.52564,25.06483,1,1454212800
121.52720,25.07972,36,1454212800
121.52825,25.02553,1,1454212800
121.53223,25.05590,2,1454212800
121.53319,25.04211,2,1454212800
121.53466,25.01416,4,1454212800
121.53794,25.06205,1,1454212800
121.54125,25.01377,7,1454212800
121.54227,25.04846,1,1454212800
121.54233,25.07286,20,1454212800
121.54707,24.98690,16,1454212800
121.54892,25.03310,1,1454212800
121.54906,25.08446,1,1454212800
121.55112,25.04156,1,1454212800
121.55182,25.02406,1,1454212800
121.55537,24.98628,1,1454212800
121.55557,25.05814,2,1454212800
121.55755,24.98118,4,1454212800
121.55887,25.05122,1,1454212800
121.55894,25.18479,1,1454212800
121.55934,25.07127,17,1454212800
121.56236,25.03329,1,1454212800
121.56258,25.02711,1,1454212800
121.56384,25.06172,1,1454212800
121.56709,25.03382,1,1454212800
121.57001,25.05159,2,1454212800
121.57545,25.08053,1,1454212800
121.57566,25.06256,1,1454212800
121.57679,25.04225,2,1454212800
121.58083,25.05495,1,1454212800
121.58111,25.06645,1,1454212800
121.58373,24.97764,2,1454212800
121.58475,25.06845,1,1454212800
121.59097,25.04999,2,1454212800
121.59935,25.05665,1,1454212800
121.60239,25.05229,1,1454212800
121.61405,25.06015,19,1454212800
121.61442,25.05724,1,1454212800
121.61506,25.06840,3,1454212800
121.61651,25.05772,2,1454212800
121.61705,25.02820,2,1454212800
121.61905,25.05732,35,1454212800
121.62440,25.07959,2,1454212800
121.47019,25.13402,2,1454212800
121.47076,25.12494,3,1454212800
121.49593,25.02887,3,1454212800
121.49651,25.03499,30,1454212800
121.49755,25.03133,11,1454212800
121.50077,25.01827,7,1454212800
121.50460,25.03630,12,1454212800
121.50507,25.13709,1,1454212800
121.50629,25.04525,2,1454212800
121.50675,25.12902,7,1454212800
121.50728,25.02671,1,1454212800
121.50838,25.05690,114,1454212800
121.50991,25.11544,1,1454212800
121.51029,25.03783,4,1454212800
121.51172,25.05208,73,1454212800
121.51394,25.06255,1,1454212800
121.51397,25.04364,2,1454212800
121.51430,25.05917,55,1454212800
121.51502,25.09727,1,1454212800
121.51531,25.04621,1,1454212800
121.51745,25.02159,13,1454212800
121.51800,25.11028,2,1454212800
121.51805,25.07062,2,1454212800
121.51886,25.04158,1,1454212800
121.51893,25.06307,3,1454212800
121.52041,25.07056,1,1454212800
121.52129,25.08471,1,1454212800
121.52156,25.05221,22,1454212800
121.52162,25.08689,1,1454212800
121.52173,25.05803,7,1454212800
121.52367,25.06688,2,1454212800
121.52519,25.02291,3,1454212800
121.52589,25.03518,2,1454212800
121.52802,25.09653,2,1454212800
121.52833,25.10725,1,1454212800
121.52992,25.03272,1,1454212800
121.53007,25.05985,1,1454212800
121.53049,25.10802,1,1454212800
121.53050,25.06501,4,1454212800
121.53235,25.03764,2,1454212800
121.53278,25.05185,1,1454212800
121.53843,25.06713,1,1454212800
121.53882,25.02265,5,1454212800
121.54551,25.08559,1,1454212800
121.54691,25.00291,1,1454212800
121.54896,25.07272,1,1454212800
121.54902,25.02637,1,1454212800
121.55107,25.05802,1,1454212800
121.55298,25.14354,1,1454212800
121.55411,25.02056,1,1454212800
121.55488,24.98003,8,1454212800
121.55574,25.03639,1,1454212800
121.55580,24.97703,7,1454212800
121.55665,25.03212,1,1454212800
121.55689,24.98442,1,1454212800
121.55693,24.98615,3,1454212800
121.55710,25.02916,2,1454212800
121.55936,25.14867,1,1454212800
121.56033,25.14537,1,1454212800
121.56166,24.97292,10,1454212800
121.56254,25.06070,1,1454212800
121.56456,25.03709,1,1454212800
121.56492,25.05007,2,1454212800
121.56715,25.06705,13,1454212800
121.57297,25.06339,1,1454212800
121.57385,25.02960,1,1454212800
121.57561,24.96802,1,1454212800
121.57700,25.05650,2,1454212800
121.57815,25.00608,1,1454212800
121.57899,25.03968,1,1454212800
121.58084,25.07742,2,1454212800
121.58867,24.99289,1,1454212800
121.59664,25.08100,2,1454212800
121.59712,25.08832,1,1454212800
121.59899,25.05639,1,1454212800
121.60655,25.05511,1,1454212800
121.60703,25.05358,19,1454212800
121.62396,25.08366,1,1454212800
121.63023,25.03326,31,1454212800
121.45856,25.11455,15,1454212800
121.46473,25.11805,2,1454212800
121.46644,25.13175,1,1454212800
121.49118,25.02767,1,1454212800
121.49419,25.01787,132,1454212800
121.49669,25.02397,9,1454212800
121.49722,25.03846,2,1454212800
121.49769,25.03712,10,1454212800
121.49953,25.03542,113,1454212800
121.50153,25.12985,1,1454212800
121.50445,25.04145,3,1454212800
121.50474,25.04298,7,1454212800
121.50538,25.04680,173,1454212800
121.50623,25.03756,1,1454212800
121.50684,25.04084,2,1454212800
121.50699,25.13483,3,1454212800
121.50704,25.02588,2,1454212800
121.51048,25.03988,1,1454212800
121.51097,25.03915,1,1454212800
121.51359,25.04495,2,1454212800
121.51391,25.04219,3,1454212800
121.51507,25.07602,1,1454212800
121.51577,25.06552,2,1454212800
121.51632,25.03266,3,1454212800
121.51634,25.08421,1,1454212800
121.51803,25.05817,7,1454212800
121.51952,25.08231,1,1454212800
121.52125,25.02422,1,1454212800
121.52300,25.02689,1,1454212800
121.52336,25.05297,3,1454212800
121.52478,25.02565,1,1454212800
121.52483,25.03260,1,1454212800
121.52508,25.02125,6,1454212800
121.52543,25.06599,1,1454212800
121.52719,25.06019,1,1454212800
121.52724,25.03254,1,1454212800
121.52742,25.06698,1,1454212800
121.52823,25.02671,1,1454212800
121.53304,25.06822,3,1454212800
121.53325,25.02206,1,1454212800
121.53341,25.01062,63,1454212800
121.53445,25.01449,13,1454212800
121.53699,25.03675,2,1454212800
121.53843,25.15474,3,1454212800
121.53955,24.99984,6,1454212800
121.54445,25.05825,1,1454212800
121.54476,25.09766,3,1454212800
121.54536,25.07403,1,1454212800
121.54744,25.03234,1,1454212800
121.54884,25.02062,1,1454212800
121.54970,24.99909,1,1454212800
121.55089,25.06367,1,1454212800
121.55122,25.11673,4,1454212800
121.55144,25.03476,2,1454212800
121.55147,25.04168,1,1454212800
121.55391,25.03752,1,1454212800
121.55442,24.99747,1,1454212800
121.55669,25.07963,1,1454212800
121.55974,25.08527,1,1454212800
121.56212,25.05099,1,1454212800
121.56246,25.04838,1,1454212800
121.56378,25.08766,2,1454212800
121.56474,25.07889,1,1454212800
121.56602,25.04008,2,1454212800
121.57439,25.05643,3,1454212800
121.57463,25.07455,1,1454212800
121.57681,25.05118,1,1454212800
121.57733,25.07769,1,1454212800
121.57756,25.04753,1,1454212800
121.57818,25.06238,1,1454212800
121.58251,25.04501,3,1454212800
121.58320,25.06455,1,1454212800
121.58746,25.04644,1,1454212800
121.59600,24.99959,9,1454212800
121.59875,25.06039,27,1454212800
121.59878,25.05336,1,1454212800
121.60022,25.06285,66,1454212800
121.60116,25.05416,1,1454212800
121.60321,25.05288,48,1454212800
121.60489,25.07186,2,1454212800
121.60638,25.05515,5,1454212800
121.61112,25.07623,2,1454212800
121.61523,25.04510,4,1454212800
121.61654,25.05229,2,1454212800
121.61958,25.05493,10,1454212800
121.62300,25.03470,90,1454212800
121.47119,25.13604,4,1454212800
121.47128,25.12027,4,1454212800
121.47155,25.10852,24,1454212800
121.48375,25.13509,1,1454212800
121.48736,25.10276,5,1454212800
121.48936,25.02734,66,1454212800
121.49705,25.01928,6,1454212800
121.49863,25.02114,1,1454212800
121.50170,25.02067,6,1454212800
121.50523,25.03043,1,1454212800
121.50710,25.04330,4,1454212800
121.50768,25.04624,4,1454212800
121.50958,25.08670,22,1454212800
121.51050,25.05495,17,1454212800
121.51334,25.05932,24,1454212800
121.51351,25.09628,3,1454212800
121.51772,25.03006,1,1454212800
121.51875,25.04881,2,1454212800
121.51929,25.02124,94,1454212800
121.52139,25.02692,3,1454212800
121.52147,25.11943,4,1454212800
121.52148,25.04941,1,1454212800
121.52160,25.10133,1,1454212800
121.52299,25.04966,1,1454212800
121.52342,25.04467,9,1454212800
121.52497,25.04597,1,1454212800
121.52519,25.02303,13,1454212800
121.52589,25.05969,1,1454212800
121.52609,25.04047,1,1454212800
121.52732,25.01887,10,1454212800
121.52747,25.03277,1,1454212800
121.52759,25.06280,1,1454212800
121.52767,25.02140,2,1454212800
121.53050,25.05817,1,1454212800
121.53125,25.11189,3,1454212800
121.53384,25.05469,1,1454212800
121.53772,25.05503,1,1454212800
121.53959,25.00155,7,1454212800
121.54058,25.04821,1,1454212800
121.54233,25.02162,1,1454212800
121.54325,25.04219,1,1454212800
121.54444,25.04122,1,1454212800
121.54455,25.05200,3,1454212800
121.54704,25.01595,1,1454212800
121.54820,25.04050,1,1454212800
121.54880,25.05642,2,1454212800
121.55156,25.08818,2,1454212800
121.55231,24.97943,2,1454212800
121.55406,25.01339,1,1454212800
121.55425,25.02996,1,1454212800
121.55715,25.05334,2,1454212800
121.55864,25.00729,1,1454212800
121.56264,25.02595,1,1454212800
121.56386,25.08244,1,1454212800
121.56518,24.98375,1,1454212800
121.57158,25.08491,1,1454212800
121.57572,25.06557,1,1454212800
121.57621,25.13123,1,1454212800
121.57902,25.06850,3,1454212800
121.57919,25.05002,1,1454212800
121.57921,25.08114,2,1454212800
121.58098,24.97780,9,1454212800
121.58137,25.04300,1,1454212800
121.58202,25.04467,1,1454212800
121.58956,25.06987,3,1454212800
121.59294,24.99250,5,1454212800
121.59548,25.05503,2,1454212800
121.59630,25.08310,1,1454212800
121.59880,25.05339,2,1454212800
121.60425,25.05594,2,1454212800
121.60999,25.03346,1,1454212800
121.61128,25.07011,1,1454212800
121.61380,25.03620,2,1454212800
121.61408,25.04833,3,1454212800
121.61440,25.04809,4,1454212800
121.61987,25.05501,32,1454212800
121.62579,25.02934,1,1454212800
121.49325,25.01910,36,1454212800
121.49578,25.03702,1,1454212800
121.49863,25.03925,13,1454212800
121.49883,25.02608,1,1454212800
121.49940,25.03613,19,1454212800
121.49975,25.02531,1,1454212800
121.50073,25.03996,2,1454212800
121.50102,25.03314,117,1454212800
121.50696,25.08480,7,1454212800
121.50703,25.04712,154,1454212800
121.50830,25.03621,3,1454212800
121.50834,25.05432,2,1454212800
121.50883,25.07616,236,1454212800
121.50884,25.06311,544,1454212800
121.50906,25.06634,16,1454212800
121.50928,25.07173,6,1454212800
121.51056,25.07956,166,1454212800
121.51069,25.03577,1,1454212800
121.51133,25.05041,25,1454212800
121.51244,25.02488,2,1454212800
121.51294,25.04219,2,1454212800
121.51342,25.06239,7,1454212800
121.51346,25.07603,236,1454212800
121.51486,25.05351,53,1454212800
121.51508,25.11478,2,1454212800
121.51564,25.04977,14,1454212800
121.51662,25.06257,3,1454212800
121.51663,25.02344,80,1454212800
121.51747,25.04435,2,1454212800
121.51827,25.05594,31,1454212800
121.51897,25.05311,8,1454212800
121.51968,25.04745,1,1454212800
121.52040,25.09648,5,1454212800
121.52050,25.05238,3,1454212800
121.52333,25.12069,1,1454212800
121.52379,25.04948,3,1454212800
121.52457,25.07258,1,1454212800
121.52557,25.08396,1,1454212800
121.52633,25.11195,1,1454212800
121.52795,25.04714,5,1454212800
121.52866,25.01700,14,1454212800
121.52931,25.02673,1,1454212800
121.52966,25.13912,1,1454212800
121.53203,25.04031,1,1454212800
121.53275,25.11440,2,1454212800
121.53305,25.05100,1,1454212800
121.53309,25.03904,2,1454212800
121.53323,25.05483,2,1454212800
121.53333,25.10955,1,1454212800
121.53401,25.02205,2,1454212800
121.53709,25.02943,1,1454212800
121.53728,25.05277,1,1454212800
121.53873,25.06213,1,1454212800
121.54090,25.04668,5,1454212800
121.54208,25.11734,1,1454212800
121.54324,25.04218,1,1454212800
121.54362,25.05205,1,1454212800
121.54647,25.03378,1,1454212800
121.54778,25.05619,1,1454212800
121.54797,24.98725,1,1454212800
121.54966,25.05160,1,1454212800
121.55075,25.07195,1,1454212800
121.55196,25.06367,1,1454212800
121.55244,24.97995,8,1454212800
121.55720,25.01740,1,1454212800
121.55779,25.03635,4,1454212800
121.55917,25.03219,2,1454212800
121.55979,24.99593,1,1454212800
121.56491,25.10762,2,1454212800
121.56548,25.06483,1,1454212800
121.56696,25.04626,1,1454212800
121.57513,25.03979,1,1454212800
121.58535,25.07537,1,1454212800
121.59008,25.06858,1,1454212800
121.59081,25.08144,1,1454212800
121.59273,25.07999,2,1454212800
121.59877,25.05336,1,1454212800
121.60169,25.05775,1,1454212800
121.60418,25.05570,2,1454212800
121.62437,25.07960,4,1454212800
121.62591,25.02921,1,1454212800
121.46691,25.12319,7,1454212800
121.47013,25.13346,3,1454212800
121.49111,25.02910,19,1454212800
121.49115,25.03533,309,1454212800
121.49634,25.13512,3,1454212800
121.50074,25.02033,5,1454212800
121.50628,25.11902,1,1454212800
121.50736,25.14044,1,1454212800
121.50931,25.04737,37,1454212800
121.51094,25.04945,3,1454212800
121.51280,25.07231,5,1454212800
121.51393,25.06880,6,1454212800
121.51446,25.12230,1,1454212800
121.51483,25.04468,1,1454212800
121.51497,25.04627,1,1454212800
121.51644,25.04612,2,1454212800
121.51663,25.09023,1,1454212800
121.51742,25.04736,5,1454212800
121.51897,25.05312,3,1454212800
121.51977,25.05258,2,1454212800
121.52055,25.06259,2,1454212800
121.52200,25.06825,4,1454212800
121.52241,25.05526,4,1454212800
121.52292,25.10554,1,1454212800
121.52431,25.05512,2,1454212800
121.52537,25.04478,4,1454212800
121.52834,25.05231,2,1454212800
121.52977,25.02873,1,1454212800
121.53229,25.01681,8,1454212800
121.53393,25.05776,1,1454212800
121.53649,25.06032,2,1454212800
121.53788,25.01049,3,1454212800
121.54197,25.01057,4,1454212800
121.54208,25.06761,2,1454212800
121.54356,25.03299,2,1454212800
121.54461,25.03817,1,1454212800
121.54512,25.04191,1,1454212800
121.54624,25.03872,1,1454212800
121.54646,25.03377,2,1454212800
121.55686,25.05203,1,1454212800
121.56055,25.06105,2,1454212800
121.56218,25.03779,1,1454212800
121.56259,25.04258,1,1454212800
121.56622,25.11331,3,1454212800
121.56706,25.04688,1,1454212800
121.56789,24.97884,3,1454212800
121.56882,24.99917,2,1454212800
121.57035,25.08079,1,1454212800
121.57284,25.04289,1,1454212800
121.57508,24.98614,2,1454212800
