"weight","lon","lat","interval"
3,120.23353,23.17978,22
1,120.37166,22.89267,22
1,120.50200,24.08500,22
1,120.64187,24.18208,22
1,120.71251,24.25137,22
1,120.92142,24.80686,22
7,120.96957,24.73267,22
1,121.08787,24.82447,22
1,121.14066,22.75110,22
5,121.15014,24.80672,22
5,121.16703,24.95936,22
1,121.19760,25.06334,22
244,121.38374,25.06508,22
19,121.44302,25.03437,22
2,121.50504,24.99364,22
78,121.52299,25.04966,22
79,121.52336,25.05297,22
26,121.53455,24.99163,22
18,121.54058,25.04821,22
33,121.54469,25.07876,22
38,121.55014,25.08420,22
14,121.55305,25.01881,22
25,121.55623,25.02743,22
36,121.56352,25.02774,22
12,121.57517,25.01607,22
3,121.57529,25.06245,22
1,121.58692,23.97295,22
37,121.58805,25.06429,22
3,121.59827,25.21476,22
6,121.61402,25.03569,22
11,121.71439,25.12626,22
2,121.71889,25.09478,22
1,121.73993,25.02633,22
3,121.74310,24.74845,22
1,121.76866,24.69536,22
1,121.94241,25.01864,22
3,120.21601,22.96693,23
1,120.21666,22.97497,23
1,120.33853,22.61057,23
5,120.46431,23.50643,23
2,120.47246,23.83739,23
6,120.62573,24.18438,23
1,120.70741,24.13841,23
1,120.86304,24.68276,23
2,120.86984,24.69162,23
8,120.98297,24.80276,23
1,121.04415,24.76405,23
4,121.17073,24.88561,23
3,121.25471,25.09390,23
7,121.32479,24.99299,23
8,121.40207,24.93464,23
4,121.40440,24.90560,23
21,121.45476,25.00426,23
9,121.45697,25.16060,23
11,121.46554,25.01224,23
98,121.46575,25.04191,23
35,121.47410,25.00058,23
13,121.47659,24.95677,23
24,121.52867,25.11304,23
29,121.57001,25.05159,23
26,121.59875,25.06039,23
1,121.64446,25.08191,23
2,121.77642,24.67489,23
2,121.82875,24.63400,23
1,120.15492,23.38378,07
1,121.14554,24.91228,07
1,121.37130,24.92310,07
1,121.40816,25.01514,07
1,121.44663,25.00214,07
2,121.47876,25.01469,07
7,121.48544,25.12234,07
1,121.51012,25.11204,07
1,121.54154,24.96704,07
1,121.56967,25.01214,07
2,121.57173,25.07983,07
1,120.30064,22.67491,08
2,120.33799,23.95996,08
3,120.36967,23.44449,08
1,120.41213,23.64065,08
2,120.43235,23.57811,08
4,120.44864,23.57175,08
19,120.69069,24.22330,08
1,120.78989,21.94567,08
1,120.86746,24.43763,08
2,120.89751,23.97781,08
2,121.10900,24.81650,08
7,121.12808,25.04938,08
9,121.27778,25.05965,08
11,121.29795,25.01104,08
7,121.37321,24.92795,08
7,121.43200,25.05375,08
15,121.43784,25.17164,08
248,121.46447,25.12211,08
20,121.47243,25.00067,08
1,121.50500,25.02550,08
6,121.51737,25.01631,08
114,121.52054,25.05782,08
223,121.53467,25.02690,08
102,121.54646,25.03377,08
32,121.54770,25.04185,08
23,121.55367,25.03542,08
158,121.55422,25.04986,08
12,121.56457,25.02585,08
7,121.58337,25.07767,08
19,121.58581,25.00569,08
4,121.59240,23.99550,08
3,121.68421,25.06951,08
1,120.17993,22.98785,09
1,120.34934,22.73150,09
5,120.52900,24.11570,09
1,120.54881,24.01542,09
2,120.57236,23.87759,09
2,120.64512,24.06316,09
12,120.67333,24.25361,09
2,120.94760,24.68576,09
4,120.96725,24.78308,09
124,121.10671,24.89336,09
1,121.20211,24.90506,09
14,121.35283,24.94643,09
11,121.36630,25.05397,09
5,121.46870,25.08517,09
59,121.48375,25.13509,09
91,121.49247,25.02470,09
9,121.51895,25.08123,09
65,121.54938,25.03913,09
43,121.60238,25.02398,09
5,121.75062,24.67458,09
3,119.58000,23.57020,10
1,120.32180,23.30568,10
2,120.33066,22.64192,10
1,120.49610,22.74074,10
4,120.55995,24.19115,10
1,120.64463,24.43409,10
16,120.68230,24.21603,10
3,120.88586,24.70355,10
2,120.96588,24.53690,10
3,120.99397,24.77850,10
1,121.00481,24.82994,10
1,121.00837,24.83637,10
7,121.14622,24.94180,10
23,121.20503,24.96447,10
2,121.27413,24.88641,10
1,121.30579,23.25776,10
19,121.38856,25.13047,10
21,121.44414,25.00429,10
36,121.44575,25.03416,10
18,121.45081,24.98742,10
5,121.48057,25.08063,10
40,121.49015,25.09020,10
57,121.50102,25.03314,10
648,121.50148,25.04450,10
1210,121.50538,25.04680,10
87,121.51397,25.04364,10
42,121.53362,25.11887,10
63,121.54020,25.05847,10
31,121.59224,25.05678,10
38,121.66131,25.07269,10
2,121.73420,24.77625,10
4,121.78901,24.72604,10
9,121.81383,24.61865,10
3,120.33175,23.47731,11
8,120.41583,23.77139,11
1,120.44138,23.51779,11
1,120.68342,24.12468,11
2,120.68900,24.31552,11
1,120.72624,24.29724,11
28,121.20745,24.96063,11
3,121.23848,24.96891,11
2,121.23987,24.93778,11
17,121.29533,25.12074,11
9,121.33417,24.96161,11
43,121.45158,25.01305,11
54,121.45159,25.05425,11
3,121.47461,25.08022,11
6,121.48593,25.17055,11
13,121.50795,25.03376,11
29,121.52626,25.11826,11
83,121.53772,25.05503,11
76,121.55018,25.04811,11
1,121.59199,23.98653,11
3,121.60740,24.01688,11
18,121.66241,25.05908,11
1,118.32503,24.44908,12
1,120.18758,22.95822,12
4,120.30412,23.56902,12
2,120.44340,23.71200,12
1,120.50931,23.44365,12
1,120.56782,23.71646,12
2,120.62830,24.10378,12
1,120.64256,24.16938,12
3,120.68423,24.14234,12
1,121.02816,24.77219,12
1,121.21176,24.89444,12
70,121.32478,25.04777,12
80,121.40868,25.01948,12
41,121.42426,25.02393,12
112,121.43845,25.06372,12
27,121.44241,25.00845,12
21,121.44383,24.97519,12
53,121.44544,25.09237,12
3,121.47354,25.05363,12
60,121.47652,25.06980,12
11,121.48462,25.11046,12
28,121.49170,25.05887,12
26,121.51144,25.01110,12
48,121.51307,25.04651,12
17,121.52337,25.04206,12
54,121.52413,25.02405,12
209,121.53050,25.05817,12
132,121.53501,25.05185,12
46,121.54915,24.98183,12
26,121.60553,25.00170,12
44,121.61520,25.04485,12
1,121.78114,24.80877,12
1,120.18158,23.22473,13
1,120.33142,22.73041,13
2,120.33207,23.45649,13
4,120.36289,23.63917,13
1,120.38270,23.54644,13
5,120.52515,24.08740,13
2,120.72411,24.31756,13
8,120.77698,24.49339,13
1,120.80319,23.51113,13
1,120.80540,24.57188,13
2,120.95673,23.97772,13
3,121.15664,24.91106,13
26,121.21384,25.01161,13
4,121.21635,24.95792,13
2,121.24388,24.95435,13
15,121.33321,24.96618,13
9,121.37880,24.94931,13
20,121.44776,25.04696,13
7,121.49063,25.00320,13
1,121.52077,24.99644,13
5,121.52463,25.03726,13
11,121.52525,24.97840,13
146,121.53981,25.07289,13
283,121.54026,25.05162,13
112,121.54253,25.05766,13
1,121.54932,24.98793,13
1,121.71480,25.12130,13
33,121.77902,25.04451,13
1,120.24333,22.98542,14
1,120.27652,23.13174,14
1,120.29915,23.02068,14
1,120.31896,22.77169,14
1,120.32917,22.63924,14
15,120.51849,24.06344,14
1,120.61765,24.18517,14
1,120.65669,24.16322,14
1,120.69575,24.06571,14
14,120.70258,24.27467,14
3,120.73480,24.27144,14
2,120.97834,24.79804,14
7,121.26441,25.09960,14
2,121.27221,24.97482,14
1,121.42874,25.10171,14
23,121.44464,25.04539,14
5,121.44617,25.03637,14
85,121.45964,25.13663,14
132,121.46204,25.06666,14
150,121.49651,25.03499,14
44,121.54289,25.05719,14
59,121.56675,25.08192,14
16,121.57072,25.00194,14
1,121.58299,25.06919,14
2,121.76310,24.65230,14
2,120.28679,23.15296,15
1,120.32504,22.97803,15
1,120.84922,24.34115,15
1,120.97618,24.81174,15
2,121.00157,24.77318,15
2,121.01282,24.78526,15
6,121.13066,24.94412,15
3,121.21269,24.90398,15
5,121.23133,24.91197,15
4,121.24828,24.92416,15
23,121.36758,24.94947,15
1,121.40462,25.01632,15
74,121.46031,25.09391,15
32,121.47240,25.00404,15
1522,121.51381,25.06072,15
16,121.51875,24.99226,15
74,121.51968,25.04745,15
15,121.52462,25.10444,15
4,121.52656,25.04360,15
168,121.54378,25.05824,15
1,121.54722,25.08222,15
94,121.55753,25.08322,15
5,121.56987,25.03249,15
40,121.57782,25.07344,15
32,121.61266,25.04103,15
18,121.63940,25.07110,15
7,121.75155,24.75045,15
1,121.75690,24.66810,15
3,121.91638,25.11778,15
1,120.50266,22.75967,16
5,120.63432,24.10705,16
7,120.64720,24.15527,16
5,120.69999,24.25160,16
1,120.70192,24.18309,16
1,121.04774,23.90919,16
1,121.10263,23.98829,16
16,121.19494,24.93320,16
77,121.23960,24.96691,16
5,121.31119,24.98019,16
24,121.42494,25.00111,16
107,121.43870,25.07142,16
51,121.44672,25.05402,16
43,121.48605,24.99916,16
15,121.49096,25.14230,16
3,121.50087,25.25693,16
6,121.50701,25.00781,16
22,121.51446,25.12230,16
35,121.56383,25.03532,16
2,121.60880,25.07600,16
13,121.73662,25.12357,16
1,120.28921,22.98332,17
1,120.42647,22.80469,17
1,120.53492,24.06771,17
1,120.65139,23.95583,17
1,120.66756,24.19137,17
1,120.66904,24.16616,17
2,120.69300,24.49820,17
1,120.69844,24.19614,17
1,120.71970,21.96303,17
6,121.01989,24.77468,17
10,121.08986,24.77606,17
2,121.11390,24.93994,17
1,121.15691,25.03476,17
8,121.28924,25.05723,17
1,121.33976,24.89906,17
7,121.34536,24.94979,17
24,121.42395,25.02455,17
17,121.42444,24.99700,17
7,121.44729,24.95228,17
22,121.45719,25.04450,17
10,121.46853,24.99945,17
51,121.49297,25.10952,17
38,121.50161,25.13314,17
37,121.50992,25.11683,17
1,121.56227,24.98164,17
19,121.60587,25.05706,17
1,121.61041,25.07519,17
12,121.85081,24.57536,17
1,121.85789,24.89694,17
1,118.36823,24.43591,18
1,120.18464,23.37407,18
4,120.33519,22.79905,18
1,120.49341,22.67314,18
1,120.53358,23.45175,18
2,120.62566,24.10297,18
1,120.67623,24.14653,18
1,120.68909,24.49432,18
1,120.84110,24.23280,18
2,120.97218,24.79474,18
60,121.05831,24.87750,18
4,121.24140,24.91149,18
49,121.42542,24.99106,18
10,121.43183,25.03377,18
357,121.46414,25.03125,18
282,121.52589,25.05969,18
21,121.52701,25.14418,18
3,121.53228,25.15103,18
359,121.53728,25.05277,18
16,121.54221,24.97089,18
65,121.54842,25.02465,18
24,121.58071,25.06304,18
1,121.60598,23.99435,18
33,121.64591,25.03831,18
1,121.77320,24.86500,18
5,121.77730,24.68117,18
7,121.79743,25.08355,18
1,120.61035,22.70312,19
4,120.91000,24.69330,19
6,121.00941,24.83672,19
3,121.02940,24.82439,19
3,121.03185,24.98815,19
7,121.28338,25.05618,19
3,121.28967,25.03925,19
9,121.32514,24.99729,19
160,121.35539,25.06405,19
10,121.39272,25.03156,19
88,121.43230,25.07477,19
94,121.48217,25.08904,19
32,121.49406,25.03042,19
30,121.51799,25.00324,19
15,121.52102,25.05228,19
263,121.52108,25.09386,19
130,121.52272,25.03922,19
28,121.54833,25.02868,19
14,121.55936,25.14867,19
16,121.55963,25.11975,19
1,121.59116,23.96601,19
11,121.66282,25.07301,19
1,119.58231,23.52542,20
3,120.32351,22.81204,20
1,120.35961,23.42486,20
2,120.52444,22.65580,20
2,120.57800,24.22370,20
2,120.69057,24.17504,20
6,120.92033,24.70059,20
1,121.08415,25.03522,20
2,121.12260,24.95692,20
1,121.18686,24.87812,20
6,121.25081,24.96761,20
1,121.28577,25.06432,20
38,121.30037,25.02897,20
11,121.30671,25.00186,20
37,121.46097,25.00885,20
26,121.46460,24.99660,20
34,121.48438,25.07850,20
27,121.50283,25.02425,20
26,121.51436,24.98661,20
103,121.51473,25.01008,20
95,121.53304,25.06822,20
159,121.53319,25.04211,20
1,121.53518,25.08345,20
13,121.53905,24.97899,20
20,121.55853,25.03320,20
12,121.56068,25.05815,20
14,121.58373,24.97764,20
10,121.58658,25.07614,20
5,121.68885,24.73390,20
27,121.69823,25.08553,20
1,121.72241,24.81609,20
4,121.73774,25.15182,20
4,121.78718,25.13483,20
1,120.32601,22.63422,21
1,120.52200,23.84850,21
1,120.62035,24.13799,21
1,120.65390,24.22556,21
5,120.66420,24.15418,21
3,120.68008,24.49090,21
1,120.69202,23.92749,21
1,120.79631,24.27342,21
1,120.96006,24.74205,21
10,121.03632,24.77670,21
1,121.31386,24.98960,21
12,121.41969,25.00250,21
52,121.44470,25.05001,21
70,121.47056,25.08071,21
52,121.48754,25.00460,21
6,121.50994,25.04428,21
97,121.52424,25.00442,21
41,121.53291,25.03602,21
20,121.55207,25.04130,21
1,121.56448,25.05632,21
16,121.58158,25.04342,21
28,121.65156,25.06477,21
8,121.66764,25.07058,21
4,121.68160,25.07381,21
7,121.73408,25.13192,21
1,120.19102,23.04257,22
1,120.25128,23.01641,22
1,120.37656,23.64588,22
1,120.55605,23.61684,22
2,120.66084,24.15516,22
1,120.67943,24.11539,22
1,120.76067,24.27735,22
1,120.83949,24.61592,22
1,120.97835,24.88937,22
6,121.21007,24.91817,22
1,121.24563,24.97922,22
8,121.26007,25.02725,22
9,121.29167,25.04151,22
8,121.29313,24.92112,22
17,121.41221,25.00736,22
28,121.42329,24.98463,22
15,121.44899,25.06283,22
95,121.46625,25.07367,22
1,121.48052,25.20013,22
231,121.49291,25.05258,22
204,121.49697,25.06423,22
33,121.49847,25.14399,22
473,121.50994,25.05836,22
163,121.51012,25.05093,22
14,121.53805,24.94210,22
52,121.54325,25.04219,22
74,121.55686,25.05203,22
16,121.56384,25.06172,22
3,121.56625,25.14245,22
10,121.57822,25.05831,22
7,121.58098,24.97780,22
1,121.58565,25.08757,22
30,121.59574,25.07156,22
3,121.87030,25.02813,22
1,120.17621,22.99311,23
1,120.54263,24.08531,23
1,120.54546,23.71079,23
5,120.90706,24.68212,23
4,120.96655,24.78236,23
2,121.12183,24.99197,23
1,121.16168,24.88710,23
30,121.37255,25.07331,23
4,121.41406,24.95927,23
34,121.45288,25.10310,23
21,121.45726,25.08863,23
54,121.46072,25.02328,23
60,121.49863,25.02114,23
4,121.54696,25.07968,23
1,121.58695,25.12271,23
5,121.58793,24.98401,23
7,121.72690,25.11021,23
6,121.48902,25.06004,07
1,121.51871,25.01345,07
3,120.27309,22.90933,08
1,120.36052,22.72028,08
2,120.68266,24.14084,08
1,120.70766,24.07645,08
1,120.81698,24.51363,08
1,120.87401,24.67549,08
2,120.90561,24.71517,08
3,121.01086,24.88508,08
11,121.01571,24.86801,08
25,121.26153,25.11082,08
7,121.34666,24.97310,08
51,121.41393,25.04887,08
2,121.44870,25.11544,08
38,121.45096,24.98666,08
312,121.48761,25.05193,08
170,121.52055,25.06259,08
4,121.52512,25.02371,08
14,121.55650,25.05850,08
43,121.56055,25.06105,08
4,121.56917,25.03697,08
6,121.60981,24.01554,08
5,121.70003,25.09489,08
3,121.79625,24.67161,08
1,120.23043,22.97689,09
1,120.30337,22.66189,09
2,120.31745,22.66615,09
1,120.53337,24.05566,09
1,120.61379,23.81573,09
2,120.63518,24.17386,09
5,120.64688,24.35462,09
1,120.67657,24.13166,09
2,120.68477,24.14802,09
1,120.69101,24.06587,09
1,120.96513,24.78902,09
2,121.00864,24.74080,09
13,121.15784,24.89917,09
5,121.18428,24.89912,09
3,121.24475,24.84950,09
149,121.28079,25.02132,09
10,121.32861,24.98822,09
7,121.36541,24.90966,09
266,121.45421,25.03473,09
1,121.48018,25.07386,09
101,121.48997,25.07689,09
67,121.51593,25.04480,09
14,121.52272,25.17488,09
65,121.54227,25.04846,09
21,121.55046,25.02469,09
32,121.55901,25.04821,09
47,121.60027,25.00433,09
13,121.62410,25.06350,09
1,121.83575,24.65123,09
3,121.83700,24.64000,09
1,120.27721,23.05009,10
1,120.35719,22.62740,10
1,120.51016,24.09437,10
4,120.53078,24.07230,10
1,120.57206,24.26222,10
2,120.58160,24.22747,10
3,120.67975,23.98157,10
7,120.69288,23.99669,10
2,120.69585,24.24730,10
2,120.72941,24.29331,10
1,120.81386,23.51621,10
1,120.92088,24.80847,10
2,120.92374,23.88722,10
5,120.97536,24.81041,10
5,121.18431,24.82223,10
10,121.18440,24.91502,10
11,121.29804,24.95622,10
9,121.31764,24.99856,10
31,121.44792,25.04891,10
53,121.45860,25.06688,10
90,121.46463,25.01442,10
504,121.47727,25.06504,10
61,121.48241,25.08272,10
21,121.49892,24.95508,10
62,121.51505,25.13768,10
1,121.53407,25.02284,10
11,121.54881,25.03003,10
276,121.54955,25.05799,10
5,121.55171,24.95298,10
2,121.58516,24.95001,10
13,121.61001,24.96296,10
7,121.66722,25.05544,10
15,121.70961,25.09049,10
2,121.74022,25.12297,10
1,121.75852,24.68061,10
2,120.20834,22.98711,11
2,120.34239,23.22586,11
1,120.38865,24.01428,11
8,120.51504,24.05498,11
1,120.69983,24.16777,11
2,120.72037,24.27836,11
1,120.74985,24.55831,11
3,120.79444,24.48017,11
21,120.91700,24.69470,11
37,121.04108,24.87673,11
11,121.18937,24.98355,11
5,121.25943,25.11685,11
6,121.29711,24.95357,11
118,121.44899,25.06289,11
30,121.45883,24.98328,11
223,121.50830,25.03621,11
34,121.50928,24.99728,11
4,121.51814,25.22569,11
10,121.52430,25.08927,11
247,121.52711,25.07786,11
27,121.53469,25.06019,11
65,121.54265,25.13796,11
47,121.54349,25.04127,11
14,121.54996,25.03762,11
6,121.63546,25.06727,11
1,120.19700,22.85435,12
1,120.29591,22.63339,12
2,120.40128,23.60477,12
3,120.66151,24.14339,12
18,120.88324,24.66550,12
1,120.96004,23.96874,12
3,121.09776,24.93140,12
4,121.26994,24.71524,12
3,121.28845,25.04499,12
8,121.29244,25.02246,12
14,121.33464,24.99094,12
1,121.37835,24.91046,12
24,121.44446,25.07684,12
60,121.46691,25.12319,12
83,121.51097,25.03915,12
177,121.54478,25.04245,12
1,121.55280,25.00010,12
1,121.66659,25.09097,12
1,118.31918,24.43839,13
1,120.19989,22.98439,13
1,120.37663,23.76423,13
3,120.51818,23.72654,13
1,120.53203,24.26986,13
1,120.56650,23.95808,13
3,120.62472,24.19964,13
1,120.65205,24.33371,13
4,120.76555,24.58830,13
7,120.92800,24.70830,13
1,120.95060,24.83298,13
4,120.95944,24.80636,13
3,121.16117,24.94939,13
14,121.22995,24.96232,13
14,121.23522,25.02669,13
8,121.24919,24.95837,13
18,121.30009,24.99152,13
8,121.30011,24.96368,13
6,121.32654,24.98517,13
11,121.43819,25.18937,13
16,121.51119,24.99910,13
76,121.52929,25.03825,13
6,121.54905,25.03037,13
26,121.62193,25.03863,13
1,121.66773,25.04661,13
32,121.69007,25.20707,13
4,121.80520,25.10697,13
2,121.81509,25.12886,13
1,120.32303,23.13757,14
3,120.34644,22.70739,14
2,120.35039,23.76479,14
2,120.39581,23.78916,14
1,120.53130,24.08216,14
3,120.64860,24.16051,14
1,120.66324,24.16126,14
1,120.68014,24.49983,14
1,120.83459,24.57208,14
4,120.87798,24.68292,14
2,120.88693,24.65534,14
4,120.89571,24.71469,14
1,120.92862,24.84596,14
1,121.01132,24.83946,14
2,121.13531,24.84536,14
7,121.20685,24.91533,14
2,121.31920,24.97896,14
5,121.34077,24.94787,14
3,121.43203,24.99338,14
54,121.44666,25.03148,14
91,121.47013,25.13346,14
40,121.47294,25.05549,14
125,121.47983,25.00795,14
33,121.47989,24.99511,14
3,121.48759,25.07648,14
155,121.50623,25.03756,14
128,121.50706,25.03141,14
444,121.51886,25.04158,14
21,121.53747,25.02866,14
104,121.54683,25.05551,14
15,121.55782,24.99976,14
3,121.60010,25.08490,14
16,121.60638,25.07381,14
1,121.85578,25.05034,14
1,120.30778,22.68865,15
1,120.60325,24.18366,15
1,120.60652,24.18652,15
1,120.92569,24.64072,15
3,120.97845,24.80325,15
1,121.20797,25.03839,15
3,121.23372,24.95453,15
5,121.23827,24.95519,15
1,121.29043,23.28166,15
8,121.29500,25.04056,15
6,121.38045,25.08181,15
2,121.41399,24.92683,15
30,121.43777,25.04077,15
31,121.48268,24.99758,15
147,121.49741,25.06271,15
63,121.51920,25.01636,15
41,121.54227,25.18859,15
53,121.55436,25.03321,15
10,121.56984,25.18827,15
2,121.76530,24.82710,15
5,121.76880,24.67530,15
1,120.18847,23.64756,16
3,120.29114,23.46563,16
4,120.29892,22.84879,16
1,120.31917,23.11604,16
1,120.33355,23.31860,16
1,120.43008,23.55726,16
1,120.43098,23.70563,16
4,120.46217,23.79691,16
9,120.46243,23.72537,16
1,120.49600,24.09310,16
1,120.57241,22.57175,16
1,120.59774,24.17410,16
1,120.60200,24.25850,16
5,120.60319,24.18326,16
2,120.67839,24.09503,16
1,120.69700,24.02160,16
4,120.69892,24.19648,16
10,121.17581,24.79269,16
2,121.18171,24.03329,16
1,121.20914,24.87900,16
6,121.21675,24.94465,16
7,121.22655,24.95202,16
5,121.27894,24.96929,16
53,121.45856,25.11455,16
29,121.49138,25.05950,16
28,121.52103,25.05194,16
110,121.53871,25.03061,16
47,121.55724,25.03789,16
12,121.56581,25.03547,16
8,121.58079,25.04932,16
1,121.60425,25.05594,16
3,121.73329,24.79065,16
1,120.24751,22.96057,17
2,120.26811,22.84000,17
1,120.54667,22.89961,17
1,120.63844,24.34686,17
4,120.64135,24.14614,17
1,120.67967,24.16072,17
1,120.69395,23.83753,17
1,120.69591,23.93784,17
10,120.74065,24.36265,17
4,120.77560,24.37342,17
1,121.04156,24.91292,17
3,121.08742,24.73869,17
1,121.18553,24.88402,17
6,121.22573,24.95382,17
1,121.28967,25.02205,17
108,121.44148,25.05406,17
112,121.47237,25.03358,17
74,121.48312,25.00523,17
56,121.51164,25.10606,17
37,121.51245,25.00427,17
2,121.53154,24.95383,17
25,121.54912,24.98181,17
29,121.55610,25.03788,17
3,121.55927,23.96693,17
52,121.56600,25.02844,17
2,121.75225,24.68800,17
21,121.79020,24.83830,17
2,120.20272,22.99374,18
1,120.65472,24.15684,18
1,120.71461,23.80363,18
4,120.78815,24.51953,18
8,121.27014,25.06142,18
1,121.29107,25.06518,18
5,121.34395,24.98893,18
58,121.45119,25.00456,18
133,121.51507,25.07602,18
27,121.53550,25.03862,18
6,121.54848,25.02081,18
99,121.54880,25.05642,18
7,121.56223,25.09136,18
1,121.79352,25.01885,18
1,121.81045,24.84440,18
1,120.65916,24.11772,19
1,120.67762,24.16666,19
1,121.05266,24.97946,19
3,121.17886,24.90615,19
11,121.20138,24.85140,19
4,121.20386,24.95477,19
5,121.24911,24.94689,19
8,121.28564,24.98418,19
4,121.33502,24.99021,19
5,121.33648,24.97901,19
5,121.34514,25.00948,19
12,121.43396,24.97302,19
63,121.45188,24.99735,19
64,121.45830,25.08603,19
49,121.46294,25.01477,19
30,121.46457,25.00475,19
89,121.52668,25.04254,19
232,121.52866,25.01700,19
36,121.54197,25.01057,19
17,121.56569,25.03922,19
1,121.57675,23.96656,19
4,121.59044,25.07100,19
8,121.59846,25.05617,19
8,121.68613,25.16497,19
2,121.74097,24.74528,19
1,120.22781,22.96558,20
1,120.25906,23.75125,20
5,120.49000,23.83120,20
1,120.56487,24.21247,20
1,120.60500,23.93180,20
1,120.61673,24.20108,20
1,120.64374,24.17222,20
1,120.67513,24.29287,20
3,120.96219,24.81633,20
22,120.98502,24.75464,20
4,121.27834,24.90753,20
4,121.28280,24.92986,20
1,121.37491,25.03603,20
3,121.45729,25.24531,20
33,121.46620,25.05123,20
1614,121.50884,25.06311,20
80,121.51566,25.04351,20
18,121.51608,24.96888,20
70,121.52200,25.06825,20
54,121.52246,25.00688,20
55,121.52724,25.03254,20
22,121.54424,25.08242,20
33,121.54580,24.98904,20
1,121.54826,25.02174,20
90,121.55934,25.07127,20
1,121.59596,24.05071,20
1,121.61507,25.05952,20
1,120.20188,22.98961,21
3,120.32614,23.55917,21
2,120.38374,23.52480,21
1,120.39334,22.50114,21
1,120.50042,22.69094,21
3,120.61287,23.96859,21
1,120.67500,24.03720,21
1,120.72918,24.10793,21
2,120.87017,24.42605,21
22,121.25341,25.08810,21
8,121.28781,25.05246,21
16,121.37189,24.95905,21
74,121.42194,25.04139,21
17,121.45872,24.98533,21
25,121.46188,25.13035,21
50,121.47188,25.04956,21
5,121.47305,25.05027,21
10,121.50889,25.00071,21
54,121.51747,25.04435,21
42,121.52480,25.05900,21
3,121.60318,25.06237,21
29,121.63938,25.06152,21
4,121.64078,25.07728,21
1,121.73065,24.63970,21
2,121.74626,24.66690,21
7,121.77723,24.66935,21
2,120.25706,23.09332,22
3,120.31279,23.67674,22
2,120.36600,23.34030,22
2,120.45003,23.63192,22
3,120.53306,24.08833,22
1,120.5532,23.626,22
3,120.55556,24.22083,22
1,120.74558,24.25183,22
3,120.82005,24.57036,22
6,121.22031,24.85295,22
3,121.28635,25.04145,22
12,121.30286,24.99864,22
2,121.30447,24.94285,22
2,121.31427,24.98524,22
52,121.37383,25.07193,22
64,121.44815,25.10388,22
17,121.47290,25.08560,22
105,121.47767,25.01275,22
127,121.50268,25.03004,22
49,121.51479,25.01304,22
194,121.51899,25.06317,22
49,121.52508,25.02125,22
18,121.52885,25.03778,22
15,121.55487,25.01429,22
1,121.56660,25.03880,22
1,121.57599,25.03805,22
13,121.75019,25.09854,22
1,121.92829,25.06102,22
1,120.46687,23.79787,23
1,120.57584,23.97134,23
1,120.63791,24.14263,23
3,120.65962,24.17163,23
2,120.87555,24.63610,23
2,121.11560,25.04935,23
1,121.22831,25.00217,23
3,121.27836,25.03546,23
5,121.33880,24.97390,23
4,121.41440,25.00028,23
6,121.45563,25.08825,23
9,121.53203,25.04031,23
8,121.56805,24.98916,23
4,121.69613,25.15539,23
1,121.75421,24.69348,23
1,121.87504,25.09484,23
1,121.47297,25.09397,07
1,121.49554,25.07219,07
4,121.51502,25.02988,07
2,121.59117,25.05523,07
1,121.62644,25.06205,07
7,120.32402,23.45766,08
1,120.35300,23.75944,08
7,120.35469,23.59986,08
1,120.37308,22.73684,08
1,120.50079,23.47503,08
1,120.54700,24.10990,08
4,120.62299,24.19106,08
10,120.99288,24.79142,08
3,120.99646,24.87140,08
2,121.06089,24.82178,08
2,121.21434,24.95682,08
4,121.26030,25.02370,08
3,121.51579,24.99726,08
1,121.52061,25.05213,08
8,121.52226,25.10972,08
41,121.52805,25.02944,08
1,121.55884,25.03924,08
13,121.58592,25.08362,08
2,120.30915,23.61631,09
1,120.48467,23.46781,09
1,120.53380,24.25510,09
1,120.58210,24.24951,09
2,120.74286,24.39453,09
2,120.95329,24.80523,09
4,121.17784,25.03342,09
3,121.17929,24.78213,09
4,121.20465,24.89875,09
6,121.29646,25.04578,09
14,121.31599,24.99073,09
7,121.36704,25.01624,09
1,121.41753,23.68081,09
20,121.43186,25.05757,09
63,121.45490,25.05245,09
23,121.49442,25.14561,09
26,121.49608,25.06621,09
43,121.50478,25.00497,09
43,121.54975,25.05681,09
15,121.55236,25.03300,09
24,121.55442,24.99747,09
1,121.56824,25.03954,09
80,121.57305,25.04077,09
10,121.57508,24.98614,09
2,121.57643,25.04199,09
38,121.59081,25.08144,09
11,121.69643,25.12904,09
1,121.81000,24.63390,09
1,120.23241,22.97318,10
1,120.33534,22.67686,10
2,120.53300,24.04510,10
5,120.66200,24.01700,10
1,120.75940,24.17146,10
9,120.77882,24.42772,10
5,120.82298,24.50151,10
6,121.16144,24.95652,10
1,121.17684,24.90662,10
19,121.19714,24.93051,10
2,121.27106,24.93809,10
1,121.34829,24.91512,10
95,121.45646,25.07050,10
19,121.47301,25.13130,10
60,121.49417,25.08592,10
625,121.49794,25.05614,10
96,121.50517,25.03384,10
95,121.52802,25.09653,10
4,121.53392,25.11643,10
5,121.54182,24.97795,10
8,121.54920,24.92123,10
38,121.56884,25.07924,10
6,121.58229,24.99739,10
15,121.61271,25.05508,10
1,121.67894,25.12509,10
2,121.72369,24.81561,10
15,121.73979,24.26520,10
2,121.79367,24.68034,10
3,120.26143,23.05537,11
1,120.29891,22.63671,11
1,120.32158,22.68314,11
